id,rating
0,1.3322736004512936
1,1.331149253601939
2,1.331149253601939
3,1.331149253601939
4,1.3273422152690144
5,1.331149253601939
6,1.331149253601939
7,1.331149253601939
8,1.3388648491922084
9,1.3314925597158065
10,1.3319472784934896
11,1.329685105779996
12,1.331149253601939
13,1.331149253601939
14,1.3302705494458043
15,1.331149253601939
16,1.6220663852879162
17,1.331149253601939
18,1.3308745306067686
19,1.3330119509427405
20,1.331149253601939
21,1.3311987843478452
22,1.3317389966056254
23,1.3406567580372777
24,1.331149253601939
25,1.3313548617099078
26,1.3312779985072196
27,1.3325181721665709
28,1.3274007276626496
29,1.331149253601939
30,1.3321342964346286
31,1.3323169522388643
32,1.3319529039988427
33,1.3311904472830947
34,1.331149253601939
35,1.3314050461555262
36,1.3299393065325114
37,1.3314628031190963
38,1.3283721576206198
39,1.331149253601939
40,1.340736346424516
41,1.4808994557763557
42,1.331149253601939
43,1.3314710906445226
44,1.331149253601939
45,1.330793076805746
46,1.331149253601939
47,1.3308419534347424
48,1.3311157157833025
49,1.331305963977514
50,1.3310620020430162
51,1.3187808700560388
52,1.3312166593761052
53,1.3340212876877966
54,1.3315457574677974
55,1.32847720265579
56,1.331149253601939
57,1.3315773479103457
58,1.330053842304894
59,1.3316249865018115
60,1.331720718070844
61,1.331149253601939
62,1.331149253601939
63,1.7323097169959052
64,1.331149253601939
65,1.3294371822356785
66,1.3304971640140038
67,1.331149253601939
68,1.3316337982084208
69,1.3339988452850604
70,1.331149253601939
71,1.331149253601939
72,1.3323541998819417
73,1.3345119204895308
74,1.3952436382847422
75,1.331149253601939
76,1.331149253601939
77,1.331149253601939
78,1.331149253601939
79,1.3309677131053337
80,1.3234789900076667
81,1.331149253601939
82,1.331149253601939
83,1.331149253601939
84,1.3318024007086176
85,1.3268687875170064
86,1.3063231015369505
87,1.328440176624033
88,1.3318728104744189
89,1.331149253601939
90,1.331149253601939
91,1.331149253601939
92,1.3386583423085294
93,1.331149253601939
94,1.331149253601939
95,1.3414617921712275
96,1.331149253601939
97,1.331149253601939
98,1.3363322563114166
99,1.3305144754449065
100,1.331149253601939
101,1.331149253601939
102,1.331149253601939
103,1.3291101751071839
104,1.3333669077384962
105,1.3400445628257847
106,1.331149253601939
107,1.3394660654376742
108,1.3323067228279033
109,1.3313301844579155
110,1.331220517085717
111,1.331149253601939
112,1.331149253601939
113,1.331149253601939
114,1.3353937744967097
115,1.326636406492787
116,1.3314102945065498
117,1.3331027201723624
118,1.331149253601939
119,1.331149253601939
120,1.331149253601939
121,1.331149253601939
122,1.3314322063132114
123,1.3301363372113597
124,1.331149253601939
125,1.3277900526006905
126,1.3261519474298482
127,1.331149253601939
128,1.331149253601939
129,1.3314993992836
130,1.3316644335306076
131,1.331666961322181
132,1.331149253601939
133,1.331149253601939
134,1.331149253601939
135,1.331149253601939
136,1.3282372091757613
137,1.3342064779739418
138,1.331149253601939
139,1.331149253601939
140,1.3314660838517283
141,1.331149253601939
142,1.331404259774273
143,1.3294592609738776
144,1.331149253601939
145,1.331149253601939
146,1.3312451239632217
147,1.331149253601939
148,1.3360745487761538
149,1.331149253601939
150,1.3154616734947857
151,1.3322902158912049
152,1.331149253601939
153,1.331874449046047
154,1.331149253601939
155,1.3304300092331727
156,1.3314487075855839
157,1.323913187238513
158,1.331149253601939
159,1.3318083555589695
160,1.350189957052023
161,1.3325055172115094
162,1.3309944282971728
163,1.331149253601939
164,1.3277562878782396
165,1.505393960825797
166,1.331149253601939
167,1.3383280785337985
168,1.3383863853816313
169,1.3298588476538271
170,1.3312530682286787
171,1.3198094604579198
172,1.3312471594747879
173,1.3525891051640109
174,1.3280655084877024
175,1.331149253601939
176,1.3309455353594322
177,1.331149253601939
178,1.3325906617655474
179,1.3300775654065213
180,1.3599923463612362
181,1.335002961271127
182,1.331149253601939
183,1.331149253601939
184,1.331149253601939
185,1.331149253601939
186,1.3321229422277683
187,1.3314884216400813
188,1.312865938379755
189,1.3314265740112146
190,1.331149253601939
191,1.331149253601939
192,1.331149253601939
193,1.3329946668401829
194,1.3285948417486981
195,1.331374713220343
196,1.331149253601939
197,1.331149253601939
198,1.3342889489900571
199,1.3352122313273438
